bronze_row_id,order_number,order_date,expected_receiving_date,shipping_date,order_status,customer_id,customer_company,customer_contact,employee_id,employee_name,office_id,office_city,product_number,product_name,product_category,source_product_category_code,unit_price,quantity,source_file,ingested_at_utc
2544,10371,2005-01-23,2005-02-03,2005-01-25,Shipped,181,Vitachrome Inc.,Michael Frick,1612,Peter Marsh,5,Tokyo,S32_3207,1950's Chicago Surface Lines Streetcar,Trains,30,53.44,11,orderdetails.csv,2026-09-22T00:00:00Z
2545,10371,2005-01-23,2005-02-03,2005-01-25,Shipped,181,Vitachrome Inc.,Michael Frick,1612,Peter Marsh,5,Tokyo,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,48,97.23,10,orderdetails.csv,2026-09-22T00:00:00Z
2546,10371,2005-01-23,2005-02-03,2005-01-25,Shipped,181,Vitachrome Inc.,Michael Frick,1612,Peter Marsh,5,Tokyo,S700_2824,1982 Camaro Z28,Classic Cars,34,83.95,3,orderdetails.csv,2026-09-22T00:00:00Z
2547,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S12_3148,1969 Corvair Monza,Classic Cars,40,146.55,4,orderdetails.csv,2026-09-22T00:00:00Z
2548,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S12_3891,1969 Ford Falcon,Classic Cars,34,140.15,1,orderdetails.csv,2026-09-22T00:00:00Z
2549,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S18_3140,1903 Ford Model A,Vintage Cars,28,131.13,3,orderdetails.csv,2026-09-22T00:00:00Z
2550,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S18_3259,Collectable Wooden Train,Trains,25,91.76,5,orderdetails.csv,2026-09-22T00:00:00Z
2551,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S18_4027,1970 Triumph Spitfire,Classic Cars,48,119.2,6,orderdetails.csv,2026-09-22T00:00:00Z
2552,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S18_4522,1904 Buick Runabout,Vintage Cars,41,78.99,7,orderdetails.csv,2026-09-22T00:00:00Z
2553,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S24_2011,18th century schooner,Ships,37,102,8,orderdetails.csv,2026-09-22T00:00:00Z
2554,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S50_1514,1962 City of Detroit Streetcar,Trains,24,56.82,9,orderdetails.csv,2026-09-22T00:00:00Z
2555,10372,2005-01-26,2005-02-05,2005-01-28,Shipped,186,Toys of Finland Co.,Matti Karttunen,1619,Tom King,6,Sydney,S700_1938,The Mayflower,Ships,44,74.48,2,orderdetails.csv,2026-09-22T00:00:00Z
2556,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S10_4757,1972 Alfa Romeo GTA,Classic Cars,39,118.32,3,orderdetails.csv,2026-09-22T00:00:00Z
2557,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S18_1662,1980s Black Hawk Helicopter,Planes,28,143.5,4,orderdetails.csv,2026-09-22T00:00:00Z
2558,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S18_3029,1999 Yamaha Speed Boat,Ships,22,75.7,5,orderdetails.csv,2026-09-22T00:00:00Z
2559,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,50,99.52,6,orderdetails.csv,2026-09-22T00:00:00Z
2560,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S24_2841,1900s Vintage Bi-Plane,Planes,38,58.92,7,orderdetails.csv,2026-09-22T00:00:00Z
2561,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,33,82.31,12,orderdetails.csv,2026-09-22T00:00:00Z
2562,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S24_3420,1937 Horch 930V Limousine,Vintage Cars,46,53.92,11,orderdetails.csv,2026-09-22T00:00:00Z
2563,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,23,83.86,10,orderdetails.csv,2026-09-22T00:00:00Z
2564,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S24_3949,Corsair F4U ( Bird Cage),Planes,39,62.1,13,orderdetails.csv,2026-09-22T00:00:00Z
2565,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_1138,The Schooner Bluenose,Ships,44,58,14,orderdetails.csv,2026-09-22T00:00:00Z
2566,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_2047,HMS Bounty,Ships,32,76.94,15,orderdetails.csv,2026-09-22T00:00:00Z
2567,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_2610,The USS Constitution Ship,Ships,41,69.39,16,orderdetails.csv,2026-09-22T00:00:00Z
2568,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_3505,The Titanic,Ships,34,94.16,2,orderdetails.csv,2026-09-22T00:00:00Z
2569,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_3962,The Queen Mary,Ships,37,83.42,8,orderdetails.csv,2026-09-22T00:00:00Z
2570,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S700_4002,American Airlines: MD-11S,Planes,45,68.11,17,orderdetails.csv,2026-09-22T00:00:00Z
2571,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S72_1253,Boeing X-32A JSF,Planes,25,44.2,9,orderdetails.csv,2026-09-22T00:00:00Z
2572,10373,2005-01-31,2005-02-08,2005-02-06,Shipped,187,AV Stores Co.,Rachel Ashworth,1621,Mami Nishi,7,London,S72_3212,Pont Yacht,Ships,29,48.05,1,orderdetails.csv,2026-09-22T00:00:00Z
2573,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,39,115.37,5,orderdetails.csv,2026-09-22T00:00:00Z
2574,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,22,158.8,1,orderdetails.csv,2026-09-22T00:00:00Z
2575,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S18_2581,P-51-D Mustang,Planes,42,75.19,2,orderdetails.csv,2026-09-22T00:00:00Z
2576,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,22,48.46,4,orderdetails.csv,2026-09-22T00:00:00Z
2577,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S24_1578,1997 BMW R 1100 S,Motorcycles,38,112.7,6,orderdetails.csv,2026-09-22T00:00:00Z
2578,10374,2005-02-02,2005-02-09,2005-02-03,Shipped,189,Clover Collections Co.,Dean Cassidy,1625,Yoshimi Kato,1,San Francisco,S24_1785,1928 British Royal Navy Airplane,Planes,46,107.23,3,orderdetails.csv,2026-09-22T00:00:00Z
2579,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,21,76.56,12,orderdetails.csv,2026-09-22T00:00:00Z
2580,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S12_1099,1968 Ford Mustang,Classic Cars,45,184.84,7,orderdetails.csv,2026-09-22T00:00:00Z
2581,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S12_2823,2002 Suzuki XREO,Motorcycles,49,150.62,13,orderdetails.csv,2026-09-22T00:00:00Z
2582,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,23,67.03,9,orderdetails.csv,2026-09-22T00:00:00Z
2583,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S24_2360,1982 Ducati 900 Monster,Motorcycles,20,60.26,14,orderdetails.csv,2026-09-22T00:00:00Z
2584,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S24_4278,1900s Vintage Tri-Plane,Planes,43,60.13,2,orderdetails.csv,2026-09-22T00:00:00Z
2585,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S32_1374,1997 BMW F650 ST,Motorcycles,37,87.9,3,orderdetails.csv,2026-09-22T00:00:00Z
2586,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,44,59.85,4,orderdetails.csv,2026-09-22T00:00:00Z
2587,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,41,96.95,15,orderdetails.csv,2026-09-22T00:00:00Z
2588,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,49,36.22,5,orderdetails.csv,2026-09-22T00:00:00Z
2589,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S50_4713,2002 Yamaha YZR M1,Motorcycles,49,69.16,8,orderdetails.csv,2026-09-22T00:00:00Z
2590,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S700_1691,American Airlines: B767-300,Planes,37,86.77,6,orderdetails.csv,2026-09-22T00:00:00Z
2591,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S700_2466,America West Airlines B757-200,Planes,33,94.73,1,orderdetails.csv,2026-09-22T00:00:00Z
2592,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S700_2834,ATA: B757-300,Planes,25,98.48,10,orderdetails.csv,2026-09-22T00:00:00Z
2593,10375,2005-02-03,2005-02-10,2005-02-06,Shipped,198,Auto-Moto Classics Inc.,Leslie Taylor,1702,Martin Gerard,2,Boston,S700_3167,F/A 18 Hornet 1/72,Planes,44,69.6,11,orderdetails.csv,2026-09-22T00:00:00Z
2594,10376,2005-02-08,2005-02-18,2005-02-13,Shipped,201,UK Collectables,Elizabeth Devon,1002,Diane Murphy,1,San Francisco,S12_3380,1968 Dodge Charger,Classic Cars,35,98.65,1,orderdetails.csv,2026-09-22T00:00:00Z
2595,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,24,65.44,5,orderdetails.csv,2026-09-22T00:00:00Z
2596,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S12_4675,1969 Dodge Charger,Classic Cars,50,112.86,1,orderdetails.csv,2026-09-22T00:00:00Z
2597,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S18_1129,1993 Mazda RX-7,Classic Cars,35,124.56,2,orderdetails.csv,2026-09-22T00:00:00Z
2598,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,31,61.6,4,orderdetails.csv,2026-09-22T00:00:00Z
2599,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S18_1984,1995 Honda Civic,Classic Cars,36,125.18,6,orderdetails.csv,2026-09-22T00:00:00Z
2600,10377,2005-02-09,2005-02-21,2005-02-12,Shipped,202,Canadian Gift Exchange Network,Yoshi  Tamuri,1056,Mary Patterson,2,Boston,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,39,143.94,3,orderdetails.csv,2026-09-22T00:00:00Z
2601,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S18_1589,1965 Aston Martin DB5,Classic Cars,34,121.95,5,orderdetails.csv,2026-09-22T00:00:00Z
2602,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S18_3278,1969 Dodge Super Bee,Classic Cars,22,66.74,4,orderdetails.csv,2026-09-22T00:00:00Z
2603,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S18_3482,1976 Ford Gran Torino,Classic Cars,43,146.99,10,orderdetails.csv,2026-09-22T00:00:00Z
2604,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S18_3782,1957 Vespa GS150,Motorcycles,28,60.3,9,orderdetails.csv,2026-09-22T00:00:00Z
2605,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S18_4721,1957 Corvette Convertible,Classic Cars,49,122.02,8,orderdetails.csv,2026-09-22T00:00:00Z
2606,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S24_2972,1982 Lamborghini Diablo,Classic Cars,41,30.59,7,orderdetails.csv,2026-09-22T00:00:00Z
2607,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S24_3371,1971 Alpine Renault 1600s,Classic Cars,46,52.66,6,orderdetails.csv,2026-09-22T00:00:00Z
2608,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S24_3856,1956 Porsche 356A Coupe,Classic Cars,33,129.2,3,orderdetails.csv,2026-09-22T00:00:00Z
2609,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S24_4620,1961 Chevrolet Impala,Classic Cars,41,80.84,2,orderdetails.csv,2026-09-22T00:00:00Z
2610,10378,2005-02-10,2005-02-18,2005-02-11,Shipped,204,Online Mini Collectables,Miguel Barajas,1076,Jeff Firrelli,3,NYC,S32_2206,1982 Ducati 996 R,Motorcycles,40,35.8,1,orderdetails.csv,2026-09-22T00:00:00Z
2611,10379,2005-02-10,2005-02-18,2005-02-11,Shipped,205,Toys4GrownUps.com,Julie Young,1088,William Patterson,4,Paris,S18_1749,1917 Grand Touring Sedan,Vintage Cars,39,156.4,2,orderdetails.csv,2026-09-22T00:00:00Z
2612,10379,2005-02-10,2005-02-18,2005-02-11,Shipped,205,Toys4GrownUps.com,Julie Young,1088,William Patterson,4,Paris,S18_2248,1911 Ford Town Car,Vintage Cars,27,50.85,1,orderdetails.csv,2026-09-22T00:00:00Z
2613,10379,2005-02-10,2005-02-18,2005-02-11,Shipped,205,Toys4GrownUps.com,Julie Young,1088,William Patterson,4,Paris,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,29,113.52,5,orderdetails.csv,2026-09-22T00:00:00Z
2614,10379,2005-02-10,2005-02-18,2005-02-11,Shipped,205,Toys4GrownUps.com,Julie Young,1088,William Patterson,4,Paris,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,32,134.22,4,orderdetails.csv,2026-09-22T00:00:00Z
2615,10379,2005-02-10,2005-02-18,2005-02-11,Shipped,205,Toys4GrownUps.com,Julie Young,1088,William Patterson,4,Paris,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,32,48.8,3,orderdetails.csv,2026-09-22T00:00:00Z
2616,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S18_1342,1937 Lincoln Berline,Vintage Cars,27,88.36,13,orderdetails.csv,2026-09-22T00:00:00Z
2617,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,40,119.5,10,orderdetails.csv,2026-09-22T00:00:00Z
2618,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,21,156.94,8,orderdetails.csv,2026-09-22T00:00:00Z
2619,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,32,78.23,1,orderdetails.csv,2026-09-22T00:00:00Z
2620,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S18_4933,1957 Ford Thunderbird,Classic Cars,24,66.99,2,orderdetails.csv,2026-09-22T00:00:00Z
2621,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,34,66.88,3,orderdetails.csv,2026-09-22T00:00:00Z
2622,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,32,29.87,4,orderdetails.csv,2026-09-22T00:00:00Z
2623,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,27,37.63,5,orderdetails.csv,2026-09-22T00:00:00Z
2624,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_2766,1949 Jaguar XK 120,Classic Cars,36,77.24,6,orderdetails.csv,2026-09-22T00:00:00Z
2625,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_2887,1952 Citroen-15CV,Classic Cars,44,111.57,7,orderdetails.csv,2026-09-22T00:00:00Z
2626,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,44,77.05,9,orderdetails.csv,2026-09-22T00:00:00Z
2627,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_3432,2002 Chevy Corvette,Classic Cars,34,91.02,11,orderdetails.csv,2026-09-22T00:00:00Z
2628,10380,2005-02-16,2005-02-24,2005-02-18,Shipped,206,Asian Shopping Network Co,Brydey Walker,1102,Gerard Bondur,5,Tokyo,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,43,32.82,12,orderdetails.csv,2026-09-22T00:00:00Z
2629,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S10_1949,1952 Alpine Renault 1300,Classic Cars,36,182.16,3,orderdetails.csv,2026-09-22T00:00:00Z
2630,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S10_4962,1962 LanciaA Delta 16V,Classic Cars,37,138.88,6,orderdetails.csv,2026-09-22T00:00:00Z
2631,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S12_1666,1958 Setra Bus,Trucks and Buses,20,132.57,1,orderdetails.csv,2026-09-22T00:00:00Z
2632,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,48,114.34,2,orderdetails.csv,2026-09-22T00:00:00Z
2633,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,25,49.6,9,orderdetails.csv,2026-09-22T00:00:00Z
2634,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_2432,1926 Ford Fire Engine,Trucks and Buses,35,60.77,7,orderdetails.csv,2026-09-22T00:00:00Z
2635,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_2949,1913 Ford Model T Speedster,Vintage Cars,41,100.3,8,orderdetails.csv,2026-09-22T00:00:00Z
2636,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_2957,1934 Ford V8 Coupe,Vintage Cars,40,51.22,4,orderdetails.csv,2026-09-22T00:00:00Z
2637,10381,2005-02-17,2005-02-25,2005-02-18,Shipped,209,Mini Caravy,Frdrique  Citeaux,1143,Anthony Bow,6,Sydney,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,35,93.2,5,orderdetails.csv,2026-09-22T00:00:00Z
2638,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S12_1108,2001 Ferrari Enzo,Classic Cars,34,166.24,10,orderdetails.csv,2026-09-22T00:00:00Z
2639,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S12_3148,1969 Corvair Monza,Classic Cars,37,145.04,11,orderdetails.csv,2026-09-22T00:00:00Z
2640,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S12_3891,1969 Ford Falcon,Classic Cars,34,143.61,12,orderdetails.csv,2026-09-22T00:00:00Z
2641,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S12_4473,1957 Chevy Pickup,Trucks and Buses,32,103.1,13,orderdetails.csv,2026-09-22T00:00:00Z
2642,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,25,160.46,5,orderdetails.csv,2026-09-22T00:00:00Z
2643,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S18_3320,1917 Maxwell Touring Car,Vintage Cars,50,84.33,7,orderdetails.csv,2026-09-22T00:00:00Z
2644,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S18_4600,1940s Ford truck,Trucks and Buses,39,115.03,1,orderdetails.csv,2026-09-22T00:00:00Z
2645,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S18_4668,1939 Cadillac Limousine,Vintage Cars,39,46.29,2,orderdetails.csv,2026-09-22T00:00:00Z
2646,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,20,120.12,3,orderdetails.csv,2026-09-22T00:00:00Z
2647,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S24_4258,1936 Chrysler Airflow,Vintage Cars,33,97.39,4,orderdetails.csv,2026-09-22T00:00:00Z
2648,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S32_1268,1980�s GM Manhattan Express,Trucks and Buses,26,85.72,6,orderdetails.csv,2026-09-22T00:00:00Z
2649,10382,2005-02-17,2005-02-23,2005-02-18,Shipped,211,King Kong Collectables Co.,Mike Gao,1165,Leslie Jennings,7,London,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,48,57.53,8,orderdetails.csv,2026-09-22T00:00:00Z
